"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 10 23:00:29 GMT 2025","Fri Jan 10 23:00:30 GMT 2025","126","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_get[owner_user-ANY]",""
"passed","Fri Jan 10 23:01:01 GMT 2025","Fri Jan 10 23:01:01 GMT 2025","325","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_post[owner_user-ANY]",""
"passed","Fri Jan 10 22:59:47 GMT 2025","Fri Jan 10 22:59:47 GMT 2025","17","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_post[None-ANY]",""
"passed","Fri Jan 10 22:59:13 GMT 2025","Fri Jan 10 22:59:15 GMT 2025","1379","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_redirect[None]",""
"passed","Fri Jan 10 23:04:05 GMT 2025","Fri Jan 10 23:04:05 GMT 2025","8","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_my_user",""
"passed","Fri Jan 10 22:58:45 GMT 2025","Fri Jan 10 22:58:49 GMT 2025","3826","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_component_presence[normal_user]",""
"passed","Fri Jan 10 23:02:50 GMT 2025","Fri Jan 10 23:02:50 GMT 2025","229","clinicalcode.tests.functional_tests","test_auth_user","TestAuthPhenoAccess","","","test_auth_user_edit","
        Test to verify that non-authenticated users can't update phenotypes.
        "
"passed","Fri Jan 10 23:01:12 GMT 2025","Fri Jan 10 23:01:12 GMT 2025","193","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_get[normal_user-ANY]",""
"passed","Fri Jan 10 23:00:40 GMT 2025","Fri Jan 10 23:00:40 GMT 2025","221","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_get[owner_user-ANY]",""
"passed","Fri Jan 10 22:57:03 GMT 2025","Fri Jan 10 22:57:06 GMT 2025","2655","clinicalcode.tests.functional_tests","test_collection_components","TestCollectionComponents","","","test_collection_redirects[None]",""
"passed","Fri Jan 10 22:59:36 GMT 2025","Fri Jan 10 22:59:37 GMT 2025","217","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_post[moderator_user-ANY]",""
"passed","Fri Jan 10 22:59:57 GMT 2025","Fri Jan 10 22:59:57 GMT 2025","191","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_get[moderator_user-ANY]",""
