"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jul 01 12:21:18 GMT 2025","Tue Jul 01 12:21:18 GMT 2025","0","clinicalcode.tests.functional_tests","test_template_versions","TestTemplateVersioning","","","test_edit_phenotype[super_user]","
        Test if an entity with template version 1 is updated with fields from
        template version 2 on edit.

        Args:
            live_server: Pytest fixture providing the live server URL.
            generate_entity (GenericEntity): An instance of the GenericEntity model.
            user_type (str): Type of user for the test.
            generate_user (dict): Dictionary containing user instances.
            login: Pytest fixture providing a login function.
            template_v2 (Template): An instance of the Template model with version 2.
            logout: Pytest fixture providing a logout function.

        Returns:
            None
        "
"skipped","Tue Jul 01 12:19:02 GMT 2025","Tue Jul 01 12:19:02 GMT 2025","0","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_post[moderator_user-ANY]",""
"skipped","Tue Jul 01 12:19:02 GMT 2025","Tue Jul 01 12:19:02 GMT 2025","0","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_get[normal_user-ANY]",""
"skipped","Tue Jul 01 12:19:02 GMT 2025","Tue Jul 01 12:19:02 GMT 2025","0","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_get[owner_user-ANY]",""
"passed","Tue Jul 01 12:20:45 GMT 2025","Tue Jul 01 12:20:45 GMT 2025","11","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_users_to_edit[owner_user]",""
"skipped","Tue Jul 01 12:19:02 GMT 2025","Tue Jul 01 12:19:02 GMT 2025","0","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_get[normal_user-ANY]",""
"passed","Tue Jul 01 12:20:54 GMT 2025","Tue Jul 01 12:20:54 GMT 2025","5","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_my_user",""
"passed","Tue Jul 01 12:20:00 GMT 2025","Tue Jul 01 12:20:05 GMT 2025","4519","clinicalcode.tests.functional_tests","test_collection_components","TestCollectionComponents","","","test_collection_redirects[normal_user]",""
"skipped","Tue Jul 01 12:19:02 GMT 2025","Tue Jul 01 12:19:02 GMT 2025","0","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_get[None-ANY]",""
"skipped","Tue Jul 01 12:19:02 GMT 2025","Tue Jul 01 12:19:02 GMT 2025","0","clinicalcode.tests.functional_tests","test_detail_components","TestDetailComponents","","","test_publish_btn_presence[moderator_user-REQUESTED]",""
"skipped","Tue Jul 01 12:19:02 GMT 2025","Tue Jul 01 12:19:02 GMT 2025","0","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_post[moderator_user-ANY]",""
"skipped","Tue Jul 01 12:19:02 GMT 2025","Tue Jul 01 12:19:02 GMT 2025","0","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_post[None-ANY]",""
"passed","Tue Jul 01 12:22:49 GMT 2025","Tue Jul 01 12:22:50 GMT 2025","939","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_component_presence[None]",""
"passed","Tue Jul 01 12:21:40 GMT 2025","Tue Jul 01 12:21:40 GMT 2025","115","clinicalcode.tests.functional_tests","test_template_versions","TestTemplateVersioning","","","test_api_data_updated[super_user]","
        Test whether API data is updated correctly after modifying the template version.

        Args:
            generate_user (dict): Dictionary containing user instances.
            user_type (str): Type of user for the test.
            template_v2 (Template): An instance of the Template model with version 2.
            live_server: Pytest fixture providing the live server URL.

        Returns:
            None
        "
"passed","Tue Jul 01 12:19:22 GMT 2025","Tue Jul 01 12:19:22 GMT 2025","202","clinicalcode.tests.functional_tests","test_auth_user","TestAuthPhenoAccess","","","test_non_authenticated_user_create_phenos","
        Test to verify that non-authenticated users can't create phenotypes.
        "
