"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 17 16:48:34 GMT 2025","Mon Mar 17 16:48:44 GMT 2025","9216","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_redirect[normal_user]",""
"passed","Mon Mar 17 16:53:47 GMT 2025","Mon Mar 17 16:53:52 GMT 2025","5225","clinicalcode.tests.functional_tests","test_collection_components","TestCollectionComponents","","","test_collection_redirects[normal_user]",""
"passed","Mon Mar 17 16:51:12 GMT 2025","Mon Mar 17 16:51:13 GMT 2025","211","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_post[moderator_user-ANY]",""
"passed","Mon Mar 17 16:47:44 GMT 2025","Mon Mar 17 16:47:54 GMT 2025","9979","clinicalcode.tests.functional_tests","test_search_filters","TestSearchFilters","","","test_tags_filter[super_user]",""
"passed","Mon Mar 17 16:49:05 GMT 2025","Mon Mar 17 16:49:10 GMT 2025","4208","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_component_presence[super_user]",""
"passed","Mon Mar 17 16:51:23 GMT 2025","Mon Mar 17 16:51:23 GMT 2025","138","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_get[owner_user-ANY]",""
"passed","Mon Mar 17 16:52:06 GMT 2025","Mon Mar 17 16:52:06 GMT 2025","196","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_get[moderator_user-ANY]",""
"passed","Mon Mar 17 16:54:30 GMT 2025","Mon Mar 17 16:54:30 GMT 2025","4","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_user_not_allowed_to_create",""
"passed","Mon Mar 17 16:47:09 GMT 2025","Mon Mar 17 16:47:16 GMT 2025","6613","clinicalcode.tests.functional_tests","test_detail_components","TestDetailComponents","","","test_publish_btn_presence[moderator_user-REQUESTED]",""
"passed","Mon Mar 17 16:54:12 GMT 2025","Mon Mar 17 16:54:12 GMT 2025","425","clinicalcode.tests.functional_tests","test_auth_user","TestAuthPhenoAccess","","","test_non_authenticated_user_view_published_phenos","
        Test to verify that non-authenticated users can view published phenotypes.
        "
"passed","Mon Mar 17 16:54:23 GMT 2025","Mon Mar 17 16:54:28 GMT 2025","4884","clinicalcode.tests.functional_tests","test_auth_user","TestAuthPhenoAccess","","","test_user_with_access[super_user]","
        Test to verify if a user can access unpublished phenotypes with group/world access.

        Args:
            generate_user (dict): Dictionary of generated users.
            user_type (str): Type of user to test.
            live_server (LiveServer): Live server instance for testing.
            generic_entity (GenericEntity): The generic entity fixture.
        "
"passed","Mon Mar 17 16:51:45 GMT 2025","Mon Mar 17 16:51:45 GMT 2025","133","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_get[normal_user-ANY]",""
"passed","Mon Mar 17 16:53:34 GMT 2025","Mon Mar 17 16:53:36 GMT 2025","2477","clinicalcode.tests.functional_tests","test_collection_components","TestCollectionComponents","","","test_collection_redirects[None]",""
"passed","Mon Mar 17 16:48:20 GMT 2025","Mon Mar 17 16:48:24 GMT 2025","4289","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_redirect[super_user]",""
"passed","Mon Mar 17 16:52:50 GMT 2025","Mon Mar 17 16:52:50 GMT 2025","353","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_post[owner_user-ANY]",""
"passed","Mon Mar 17 16:51:55 GMT 2025","Mon Mar 17 16:51:56 GMT 2025","201","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_post[owner_user-ANY]",""
"passed","Mon Mar 17 16:52:39 GMT 2025","Mon Mar 17 16:52:39 GMT 2025","233","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_post[normal_user-ANY]",""
"passed","Mon Mar 17 16:53:01 GMT 2025","Mon Mar 17 16:53:01 GMT 2025","21","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_get[None-ANY]",""
"passed","Mon Mar 17 16:53:22 GMT 2025","Mon Mar 17 16:53:22 GMT 2025","136","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_get[moderator_user-ANY]",""
