"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 13 17:25:19 GMT 2025","Thu Feb 13 17:25:24 GMT 2025","4615","clinicalcode.tests.functional_tests","test_detail_components","TestDetailComponents","","","test_publish_btn_presence[owner_user-ANY]",""
"passed","Thu Feb 13 17:21:15 GMT 2025","Thu Feb 13 17:21:15 GMT 2025","5","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_genereic_entity[super_user]",""
"passed","Thu Feb 13 17:21:06 GMT 2025","Thu Feb 13 17:21:06 GMT 2025","10","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_users_to_edit[super_user]",""
"passed","Thu Feb 13 17:25:35 GMT 2025","Thu Feb 13 17:25:39 GMT 2025","4591","clinicalcode.tests.functional_tests","test_detail_components","TestDetailComponents","","","test_publish_btn_presence[moderator_user-REQUESTED]",""
"passed","Thu Feb 13 17:22:27 GMT 2025","Thu Feb 13 17:22:27 GMT 2025","18","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_post[None-ANY]",""
"passed","Thu Feb 13 17:24:48 GMT 2025","Thu Feb 13 17:24:54 GMT 2025","5224","clinicalcode.tests.functional_tests","test_template_versions","TestTemplateVersioning","","","test_export_json[super_user]","
        Test exporting entity data in JSON format is reflected for entity created using template version 2.

        Args:
            live_server: Pytest fixture providing the live server URL.
            generate_user (dict): Dictionary containing user instances.
            generic_entity_v2 (GenericEntity): An instance of the GenericEntity model with version 2.
            user_type (str): Type of user for the test.
            login: Pytest fixture providing a login function.
            logout: Pytest fixture providing a logout function.

        Returns:
            None
        "
"passed","Thu Feb 13 17:21:24 GMT 2025","Thu Feb 13 17:21:24 GMT 2025","10","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_users_to_edit[owner_user]",""
"skipped","Thu Feb 13 17:24:56 GMT 2025","Thu Feb 13 17:24:56 GMT 2025","0","clinicalcode.tests.functional_tests","test_template_versions","TestTemplateVersioning","","","test_entity_published[super_user]","
        Test if the publishing of a GenericEntity with version 2 reflects in the home page statistics.

        Args:
            live_server: Pytest fixture providing the live server URL.
            generate_user (dict): Dictionary containing user instances.
            login: Pytest fixture providing a login function.
            logout: Pytest fixture providing a logout function.
            user_type (str): Type of user for the test.
            generic_entity_v2 (GenericEntity): An instance of the GenericEntity model with version 2.

       Returns:
           None
       "
"passed","Thu Feb 13 17:22:37 GMT 2025","Thu Feb 13 17:22:37 GMT 2025","20","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_post[None-ANY]",""
"passed","Thu Feb 13 17:23:32 GMT 2025","Thu Feb 13 17:23:32 GMT 2025","219","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_get[moderator_user-ANY]",""
"passed","Thu Feb 13 17:21:43 GMT 2025","Thu Feb 13 17:21:44 GMT 2025","1176","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_get[None-ANY]",""
"passed","Thu Feb 13 17:21:16 GMT 2025","Thu Feb 13 17:21:16 GMT 2025","4","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_user_not_allowed_to_create",""
"passed","Thu Feb 13 17:22:16 GMT 2025","Thu Feb 13 17:22:16 GMT 2025","230","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_get[owner_user-ANY]",""
"passed","Thu Feb 13 17:21:33 GMT 2025","Thu Feb 13 17:21:33 GMT 2025","4","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_my_user",""
"passed","Thu Feb 13 17:23:10 GMT 2025","Thu Feb 13 17:23:10 GMT 2025","199","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_post[moderator_user-ANY]",""
"passed","Thu Feb 13 17:24:25 GMT 2025","Thu Feb 13 17:24:26 GMT 2025","130","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_get[moderator_user-ANY]",""
